SA2_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
901011001,7,5,13,11,3,14,9,7,17,12,14,20,10,11,16,45,41,83,3,16,20,13,6,21,11,10,17,10,12,19,21,11,31,58,49,100,14,3,18,4,16,19,15,11,17,11,12,25,10,10,16,50,46,100,9,7,16,5,9,14,0,11,11,5,0,8,0,8,9,22,32,54,8,3,11,10,0,8,9,4,10,7,13,20,17,0,17,52,23,73,7,6,12,18,5,27,21,5,27,21,10,30,21,22,36,93,48,140,24,13,33,24,5,31,14,12,24,40,12,53,31,8,41,131,53,184,12,14,30,17,5,27,18,9,31,23,16,37,16,17,29,88,68,158,10,10,19,23,13,27,13,7,20,9,16,22,10,10,18,63,55,115,15,10,24,7,7,17,14,9,23,21,9,32,18,8,19,70,40,115,17,27,39,15,9,25,16,12,30,10,11,24,20,8,31,82,64,152,13,10
901021002,5,0,4,3,0,8,4,10,10,6,5,12,0,0,0,23,15,37,4,7,12,6,7,8,5,4,15,8,0,7,4,3,8,32,21,51,4,6,16,0,6,10,3,0,3,3,5,5,0,3,6,23,20,37,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,8,8,17,0,8,6,5,0,3,0,0,0,0,4,11,4,10,16,20,21,36,11,5,15,5,0,6,8,4,10,0,9,5,7,0,6,23,17,45,0,3,3,0,5,0,0,3,3,0,9,6,0,5,3,4,15,25,8,7,13,9,9,14,6,11,18,4,0,6,3,3,8,32,26,51,9,0,9,0,3,3,0,12,11,4,5,8,0,0,0,14,15,27,0,4,4,0,0,0,11,6,15,0,4,7,8,0,6,15,11,28,0,4,4,6,3,10,0,3,5,3,0,0,3,5,7,10,13,26,3,14
901031003,0,5,3,0,0,0,0,6,3,0,0,0,6,3,7,7,14,14,0,0,5,0,0,0,0,7,4,0,0,0,0,4,4,8,14,15,3,5,4,0,5,7,6,0,6,0,5,3,0,5,5,11,12,24,0,0,0,6,0,3,0,0,0,4,4,8,0,0,5,9,11,22,0,0,0,0,3,8,5,0,10,0,3,6,0,0,3,12,15,21,0,0,3,3,3,7,4,0,4,3,4,4,3,0,3,10,14,21,3,4,5,0,0,0,0,0,0,3,3,6,0,0,5,3,9,12,0,0,0,0,0,0,4,0,6,8,0,6,0,3,3,13,7,20,0,0,4,0,4,4,3,3,8,0,0,0,0,0,0,5,12,14,0,0,4,5,0,3,0,4,6,4,0,3,0,6,10,10,14,24,9,0,5,0,4,7,0,3,6,0,5,5,0,0,4,12,9,22,12,3
901041004,6,6,15,13,6,20,11,5,15,7,12,21,12,11,26,59,41,101,11,13,22,8,17,25,22,12,32,8,8,19,13,12,26,63,60,123,16,10,24,11,9,22,25,11,29,11,13,20,15,10,27,77,49,128,17,13,26,11,12,23,10,12,26,3,10,15,9,0,10,50,49,103,5,12,18,11,6,14,4,11,11,10,12,20,10,6,20,31,48,81,7,8,15,6,5,15,9,4,15,7,11,16,7,5,13,36,40,78,12,7,11,3,14,18,10,17,23,4,10,13,9,9,14,32,51,80,14,5,20,6,11,19,5,22,26,13,13,22,8,21,27,41,74,117,19,12,29,16,12,27,9,18,23,15,17,27,12,13,23,69,64,134,12,12,17,14,13,24,16,18,30,15,13,31,12,23,37,66,72,141,22,8,28,13,18,38,18,16,31,17,15,35,15,8,20,78,74,150,17,16
997979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
