SAL_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SAL90001,0,0,0,0,19,3,22,0,0,0,0,22,32,52,22,0,0,29,61,135,221,35,0,0,42,38,72,146,27,0,0,28,69,58,152,11,8,0,18,78,13,111,0,8,0,3,99,20,128,0,0,0,0,17,0,16,0,0,0,0,4,0,4,100,17,3,116,398,338,856,0,0,0,0,27,3,32,4,0,0,4,15,3,23,26,4,0,35,41,23,94,61,3,4,64,35,23,117,26,0,0,28,69,11,109,4,7,0,16,71,18,99,0,3,0,3,38,5,52,0,0,0,0,13,3,14,0,0,0,0,0,0,0,124,16,4,148,310,86,546,0,0,0,0,48,8,54,4,0,0,7,29,35,73,53,4,0,58,105,160,319,95,5,3,103,68,94,271,56,5,0,57,135,65,263,13,16,0,28,154,30,210,0,7,0,8,141,27,178,0,0,0,0,31,0,32,0,0,0,0
SAL90002,0,0,0,0,4,0,4,0,0,0,0,16,3,20,10,0,0,10,13,3,23,17,0,0,17,14,5,36,0,0,0,0,8,3,16,0,0,0,0,22,9,37,0,4,0,4,11,4,26,0,0,0,0,13,0,19,0,0,0,0,5,0,3,23,11,0,36,113,27,173,0,0,0,0,3,0,4,3,0,0,3,12,6,16,9,0,0,12,10,7,26,9,0,0,13,12,6,25,0,0,0,0,11,0,14,0,3,0,3,20,13,46,0,9,0,9,21,6,26,0,0,0,0,8,0,12,0,0,0,0,0,0,0,23,14,0,43,98,35,174,0,0,0,0,8,0,11,3,0,0,3,24,3,31,20,0,0,23,15,10,50,22,0,0,25,29,9,61,0,0,0,0,23,4,27,0,8,0,8,47,21,78,0,10,0,10,35,5,50,0,3,0,3,22,6,30,0,0,0,0
SAL90003,0,0,0,0,5,0,9,0,0,0,0,10,0,12,0,0,0,0,10,10,17,7,0,0,7,9,3,18,0,0,0,5,16,6,22,0,0,0,0,15,5,25,0,0,0,0,7,4,16,0,0,0,0,3,3,10,0,0,0,0,0,0,0,11,4,0,11,71,37,125,0,0,0,0,10,4,11,0,5,0,5,9,4,15,8,3,0,10,7,3,19,6,0,0,4,3,9,15,4,0,0,4,16,6,29,0,4,0,4,6,8,16,0,0,0,0,3,4,10,0,0,0,0,6,6,10,0,0,0,0,0,0,0,18,11,0,32,57,41,122,0,0,0,0,17,4,22,0,5,0,5,19,3,21,5,3,0,7,13,12,32,8,3,0,15,7,11,35,7,4,0,4,31,11,47,0,7,0,7,19,8,37,0,0,0,0,15,14,27,0,0,0,0,6,9,16,0,0,0,0
SAL90004,0,0,0,0,39,8,50,0,0,0,0,24,6,31,19,5,3,18,40,8,67,51,6,5,64,37,15,117,39,7,5,53,72,20,150,13,11,0,24,143,27,195,3,16,0,21,112,12,147,0,5,0,5,60,13,76,0,0,0,0,25,0,23,129,53,12,194,553,113,860,0,7,0,7,34,9,49,3,11,0,10,29,4,48,27,8,0,31,41,11,90,68,9,5,85,30,17,136,44,13,9,60,75,14,151,9,33,0,41,161,17,216,0,18,0,18,141,12,170,0,6,0,6,78,11,95,0,0,0,0,24,4,30,148,95,15,264,615,105,983,0,14,0,14,70,21,103,3,14,0,12,60,12,81,43,7,3,53,84,28,154,123,11,11,145,70,31,250,85,18,14,113,151,33,297,23,47,0,68,299,46,409,3,33,0,41,254,23,319,0,11,0,11,136,23,174,0,0,0,0
SAL90005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,4,0,0,5,0,3,10,6,0,0,6,3,3,16,0,0,0,0,15,7,23,0,0,0,0,6,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,13,32,11,61,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,3,4,12,6,0,0,11,0,5,13,3,0,0,4,8,4,15,0,0,0,0,7,3,13,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,18,27,17,60,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,3,11,3,19,9,0,6,10,5,0,20,8,0,0,11,7,3,29,0,0,0,3,22,9,37,0,0,0,0,4,5,10,0,0,0,0,0,4,4,0,0,0,0
SAL99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
