UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL915001,0,0,0,0,23,23,0,0,0,0,28,27,40,0,0,0,70,116,52,0,6,3,27,90,63,9,19,0,29,115,59,7,15,0,12,97,74,4,8,0,13,107,7,4,0,4,0,15,4,0,0,0,0,4,304,25,58,8,193,577,0,0,0,0,34,34,0,0,0,0,17,19,38,5,0,0,47,88,78,3,6,0,26,112,60,3,13,3,16,98,57,3,13,0,9,84,30,0,3,8,3,42,10,0,0,0,0,9,0,0,0,0,0,0,275,17,36,15,145,494,0,0,0,0,51,51,0,0,0,0,46,45,75,5,3,0,120,202,131,4,17,3,48,206,123,8,26,3,43,209,118,11,26,0,21,181,102,10,16,11,18,150,18,5,0,0,0,26,4,0,0,0,0,4,580,36,93,25,340,1074
UCL921001,0,0,0,0,40,40,0,0,0,0,30,30,11,0,0,0,40,56,40,7,6,0,38,98,52,10,13,0,33,109,80,10,46,4,27,160,78,5,21,0,3,110,37,0,9,9,3,57,11,0,0,4,0,17,309,37,100,13,222,679,0,0,0,0,40,40,0,0,0,0,36,35,13,3,0,0,53,70,52,4,3,0,55,115,42,13,23,0,40,122,86,7,52,3,25,179,73,3,27,22,19,148,30,0,10,24,0,67,4,0,4,15,0,20,307,30,122,68,261,796,0,0,0,0,83,83,4,0,0,0,63,67,23,3,0,0,95,126,91,12,11,0,97,209,97,23,39,0,65,228,166,18,99,4,49,344,150,9,46,25,26,258,65,3,21,32,4,129,14,0,9,20,0,38,611,67,224,83,486,1472
UCL922001,0,0,0,0,4,4,5,0,0,0,11,20,17,0,0,0,0,19,29,0,5,0,0,32,16,0,0,0,0,16,32,0,0,0,0,34,21,0,0,0,0,25,18,0,0,0,0,15,0,0,0,0,0,3,138,0,6,3,22,165,0,0,0,0,3,3,9,0,0,0,4,16,19,0,0,0,0,21,19,0,0,0,4,26,12,0,0,0,0,14,38,3,0,0,3,41,24,0,0,0,0,26,5,0,0,0,0,11,0,0,0,0,0,0,135,3,7,4,19,168,0,0,0,0,11,11,14,0,0,0,14,31,38,0,0,0,3,46,53,0,7,0,4,58,27,0,0,0,0,29,67,3,0,0,3,75,39,0,0,0,0,43,24,0,0,3,0,29,0,0,0,7,0,11,270,3,10,11,39,333
UCL922002,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,6,6,0,0,0,0,12,3,0,0,0,5,7,7,0,0,0,3,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,23,51,0,0,0,0,6,6,0,0,0,0,7,7,3,0,0,0,3,7,9,0,0,0,4,14,5,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,25,0,0,0,23,45,0,0,0,0,14,14,0,0,0,0,13,13,0,0,0,0,9,9,12,0,0,0,9,17,9,0,4,0,0,17,8,0,0,0,6,16,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,46,4,4,0,42,98
UCL922003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,0,0,3,10,10,0,3,0,0,16,16,0,0,0,3,23,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,31,0,3,3,18,61,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,11,12,8,0,0,0,4,13,11,0,3,0,0,15,8,0,7,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,6,3,0,22,60,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,14,19,14,0,0,0,12,20,17,0,3,0,3,29,22,3,10,0,3,37,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,65,4,11,3,34,121
UCL931001,0,0,0,0,17,17,3,0,0,0,30,38,23,4,0,0,102,137,42,4,4,0,44,94,44,3,8,0,27,87,35,0,5,4,14,58,44,4,9,5,7,71,20,5,0,6,0,32,0,0,0,7,0,6,209,29,31,20,246,536,0,0,0,0,15,20,0,0,0,0,17,17,11,0,0,0,25,40,19,0,3,0,12,33,32,3,10,4,11,70,28,3,7,4,12,60,26,0,8,10,3,47,20,0,0,16,0,39,0,0,0,6,0,4,147,11,32,34,102,330,0,0,0,0,31,31,4,0,0,0,51,52,36,6,0,0,129,173,60,10,5,0,52,125,79,13,19,4,45,158,64,9,14,5,25,119,75,9,18,15,12,119,33,5,3,24,0,66,0,0,0,9,0,15,356,42,67,53,342,859
UCL979997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,11
