UCL_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
UCL915001,7,6,12,3,3,9,9,7,17,12,14,20,10,10,19,43,37,81,3,16,20,13,6,18,6,10,20,10,12,19,21,11,31,54,48,101,13,3,19,4,10,22,15,8,21,11,12,25,10,10,16,50,44,93,11,9,15,5,9,14,0,11,11,4,0,3,0,8,9,23,34,51,5,3,6,8,0,6,7,3,12,4,7,12,9,0,10,27,19,45,4,6,6,14,5,19,14,4,19,8,10,16,3,15,22,44,44,83,10,10,19,10,5,17,4,12,15,23,14,39,17,8,24,70,48,121,6,17,20,12,8,15,12,9,24,15,16,32,11,17,27,53,65,119,7,10,16,14,13,25,13,3,15,4,15,14,4,10,13,35,49,86,8,3,13,6,7,15,13,9,14,17,12,25,15,8,18,56,43,95,9,22,33,12,3,17,15,8,25,12,13,20,8,11,19,64,55,112,13,12
UCL921001,3,6,9,10,4,11,9,0,13,3,9,17,11,14,22,47,32,75,5,12,17,8,17,21,16,15,20,5,8,13,7,9,23,43,53,93,9,10,20,9,0,17,22,11,31,6,9,18,13,10,21,63,43,103,10,12,24,10,9,19,10,13,19,6,11,11,8,0,6,40,40,83,0,7,11,3,6,15,4,4,9,8,6,15,10,7,22,30,35,67,7,6,12,3,6,10,9,7,15,4,7,12,7,7,12,32,25,61,7,0,8,7,10,14,9,11,17,5,10,12,9,6,12,23,38,66,9,8,14,6,10,14,4,19,19,10,9,17,10,19,23,31,61,90,12,7,27,12,12,24,10,18,22,15,11,29,14,13,22,62,57,115,11,5,13,12,12,23,12,10,20,13,14,25,7,18,25,54,59,115,15,9,28,12,17,24,4,15,22,11,13,28,14,7,18,56,61,114,17,12
UCL922001,4,0,6,3,0,8,0,9,9,7,5,10,0,0,0,18,14,32,3,7,10,6,5,8,5,3,7,4,0,4,3,3,3,23,15,40,0,0,3,0,5,5,3,0,3,3,5,5,5,3,7,20,14,29,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,3,11,0,8,6,5,0,3,0,0,0,0,5,3,4,10,16,20,16,31,6,6,9,5,0,6,3,4,10,0,4,6,7,0,7,19,11,34,0,0,0,0,5,5,0,3,3,0,4,4,0,4,5,0,9,15,5,4,11,5,4,10,3,5,4,8,0,9,3,3,7,21,15,33,8,0,8,0,0,0,0,3,7,4,5,8,0,0,0,10,11,22,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,8,8,9,0,4,4,8,0,6,0,3,3,0,0,0,3,0,5,7,7,17,0,8
UCL922002,0,3,4,0,0,0,0,3,3,0,0,0,0,0,3,0,8,12,0,5,5,0,0,0,0,7,4,0,0,0,0,0,0,0,10,8,0,3,0,0,3,4,0,0,0,0,0,3,0,0,0,7,5,17,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,3,6,14,0,0,0,0,0,0,5,0,5,0,6,6,0,3,4,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,5,0,5,0,0,0,3,0,3,0,3,3,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,8,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,3,6,5,3
UCL922003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,3,0,5,5,0,0,0,6,0,6,0,0,0,7,4,9,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,3,0,3,0,3,3,0,0,0,4,8,10,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,8,11,3,0,0,3,0,3,0,4,3,0,0,0,0,0,0,9,10,18,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,10,0,0,4,3,0,3,10,8,13,0,0,0,4,0,0,0,0,5,0,0,4,0,9,9,5,8,14,0,5
UCL931001,0,0,6,3,4,11,4,5,6,3,0,3,5,6,10,21,16,41,4,4,12,0,0,4,8,0,12,8,0,5,5,5,9,30,13,41,6,0,5,3,10,8,0,3,5,0,3,7,6,0,8,23,17,39,5,6,9,5,8,11,0,0,0,0,0,5,0,0,5,17,20,31,5,5,10,3,0,9,3,9,13,10,4,18,9,0,12,38,17,52,5,6,12,12,6,16,13,5,17,18,8,21,12,6,19,63,24,88,13,5,18,18,4,19,16,5,15,15,3,18,15,5,16,72,15,85,12,0,15,7,4,12,15,7,22,11,6,16,3,6,7,54,16,72,9,6,12,6,4,12,9,4,12,5,0,9,6,0,10,36,18,49,6,8,13,6,6,10,10,6,20,8,3,9,11,9,17,40,30,73,16,3,19,9,14,17,14,9,19,9,3,14,11,3,16,52,39,86,7,3
UCL979997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
