ASGS_Structure,Census_Code_2021,AGSS_Code_2021,Census_Name_2021,Area sqkm
IARE,IARE706007,706007,Ramingining - Milingimbi and Outstations,11461.8449
IARE,IARE706008,706008,Yirrkala,8.4278
IARE,IARE707001,707001,Ali Curung,443.1496
IARE,IARE707002,707002,Alpurrurulam,9.9926
IARE,IARE707003,707003,Barkly,302710.7842
IARE,IARE707004,707004,Elliott,2.996
IARE,IARE707005,707005,Tennant Creek Town,42.0605
IARE,IARE707006,707006,Wutunugurra - Canteen Creek,2.1975
IARE,IARE708001,708001,Alice exc. Town Camps,320.7138
IARE,IARE708002,708002,Alice Springs Town Camps,6.9994
IARE,IARE709001,709001,Amoonguna - Santa Teresa - Titjikala,32774.1255
IARE,IARE709002,709002,Ampilatwatja and Outstations,15124.1872
IARE,IARE709003,709003,Anmatjere,49683.763
IARE,IARE709004,709004,Apatula (Finke) and Homelands,87614.3592
IARE,IARE709005,709005,Atitjere - Akarnenehe - Engawala,67466.6813
IARE,IARE709006,709006,Haasts Bluff - Mount Liebig (Watiyawanu),3553.9002
IARE,IARE709007,709007,Hermannsburg,13.3095
IARE,IARE709008,709008,Kaltukatjara and Outstations,87511.8426
IARE,IARE709009,709009,Mutitjulu - Uluru - Imanpa,121.9117
IARE,IARE709010,709010,Nyirripi and Tanami Outstations,142019.5548
IARE,IARE709011,709011,Papunya and Outstations,2330.9373
IARE,IARE709012,709012,Urapuntja,4375.0469
IARE,IARE709013,709013,Walungurru and Outstations,28762.8798
IARE,IARE709014,709014,West MacDonnell Ranges,25758.8796
IARE,IARE709015,709015,Willowra,13.7451
IARE,IARE709016,709016,Yuelamu,26.6195
IARE,IARE709017,709017,Yuendumu and Outstations,22120.9495
IARE,IARE794994,794994,No usual address (NT),0
IARE,IARE797997,797997,Migratory - Offshore - Shipping (NT),0
IARE,IARE801001,801001,Canberra - North,437.6545
IARE,IARE801002,801002,Canberra - South,278.865
IARE,IARE801003,801003,Stromlo - Namadgi,1641.6135
IARE,IARE894994,894994,No usual address (ACT),0
IARE,IARE897997,897997,Migratory - Offshore - Shipping (ACT),0
IARE,IARE901001,901001,Christmas Island,136.1356
IARE,IARE901002,901002,Cocos (Keeling) Islands,13.7258
IARE,IARE902001,902001,Jervis Bay,67.2296
IARE,IARE903001,903001,Norfolk Island,38.651
IARE,IARE994994,994994,No usual address (OT),0
IARE,IARE997997,997997,Migratory - Offshore - Shipping (OT),0
ILOC,ILOC10100101,10100101,Bogan,14999.2903
ILOC,ILOC10100201,10100201,Dubbo - East,24.6351
ILOC,ILOC10100202,10100202,Dubbo - North,22.6494
ILOC,ILOC10100203,10100203,Dubbo - South,6.7415
