POA_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
POA2899,158,65,54,67,95,115,57,28,9,640,11,9,7,24,19,40,41,24,4,179,0,0,0,4,7,10,21,8,3,55,0,0,0,0,0,6,11,5,3,32,11,9,7,32,27,50,75,40,16,261,34,17,9,18,22,28,16,9,0,152,199,83,67,117,150,195,147,76,23,1060,126,65,60,94,94,140,90,35,8,716,5,17,7,20,27,47,42,32,5,199,0,0,3,0,4,12,19,5,5,55,0,0,0,0,3,0,9,6,0,29,5,23,12,27,34,60,70,43,16,281,23,15,16,17,19,18,15,17,4,135,154,100,90,136,151,216,170,95,30,1130,279,130,114,160,189,259,151,58,20,1362,16,29,11,44,43,88,79,56,9,371,0,0,3,8,20,14,41,16,4,114,0,0,0,0,5,9,20,14,10,55,16,28,20,52,61,114,140,87,27,544,52,31,26,41,42,41,29,29,6,285
POA6798,127,36,73,67,79,69,66,9,5,527,12,7,10,9,10,16,25,10,0,101,0,0,0,0,4,8,11,0,0,24,0,0,0,0,0,7,0,0,0,6,12,7,16,13,19,20,35,12,0,125,17,33,136,72,56,16,27,0,0,351,152,71,221,146,152,111,128,16,4,1006,109,35,69,77,69,60,37,5,0,461,7,12,3,19,17,13,8,0,0,90,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,12,6,19,24,17,15,3,0,107,17,13,23,26,22,18,4,4,0,115,134,58,94,117,109,99,52,14,0,685,231,67,138,142,151,131,104,9,5,982,21,19,19,31,25,28,34,10,0,194,0,0,5,0,7,11,10,0,0,32,0,0,0,0,0,7,0,0,0,9,22,19,21,29,37,44,48,18,6,237,28,37,161,100,69,33,28,4,0,472
POA6799,55,19,16,35,14,38,18,11,4,213,3,0,3,4,6,8,6,4,0,32,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,8,6,9,6,6,3,34,9,3,6,5,6,11,5,9,0,59,70,18,32,45,27,53,30,18,3,302,42,16,22,32,18,36,14,7,0,190,0,4,6,0,0,9,9,0,4,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,15,9,0,4,39,15,7,13,7,5,13,8,5,0,60,54,29,36,42,31,54,32,12,0,292,100,34,38,65,35,70,33,20,3,401,3,4,6,0,9,16,9,6,5,64,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,4,6,7,9,22,11,5,4,76,20,10,18,12,14,23,14,5,0,114
POA9494,1811,1311,2334,1792,1402,1437,1073,208,16,11385,232,437,671,665,726,784,736,184,17,4457,30,78,136,200,228,311,403,116,10,1508,0,14,22,60,141,253,260,73,15,848,263,535,831,926,1101,1349,1396,376,39,6816,861,995,1877,2284,2101,1532,803,164,26,10656,2943,2846,5039,4995,4606,4310,3277,754,79,28851,1665,1297,2236,1303,1054,1273,758,121,14,9713,202,604,742,629,572,704,497,111,16,4081,23,194,219,222,260,334,264,62,21,1592,0,18,67,93,157,257,188,56,18,854,223,813,1025,940,987,1299,951,233,57,6531,816,885,1487,1377,1028,825,437,81,25,6969,2701,2991,4752,3621,3077,3397,2144,427,101,23214,3477,2611,4566,3089,2457,2707,1830,333,29,21102,433,1039,1416,1288,1305,1491,1239,302,30,8542,57,275,353,422,481,647,661,180,33,3109,0,35,89,152,302,511,452,131,34,1695,490,1344,1859,1865,2087,2643,2346,613,98,13340,1681,1883,3370,3664,3135,2354,1243,249,56,17626
POA9797,0,23,77,111,77,29,8,0,0,332,0,7,3,18,8,17,7,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,7,3,18,10,14,7,0,0,60,0,23,77,130,86,39,10,0,0,361,0,50,160,258,179,91,19,3,0,753,4,8,9,7,11,3,3,0,0,45,0,7,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,12,0,14,16,12,3,5,0,0,0,52,4,24,32,22,11,17,4,0,0,107,4,33,94,115,88,33,7,0,0,374,0,5,10,19,8,14,5,0,0,64,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,5,10,22,16,16,7,0,0,72,0,32,94,144,93,45,7,0,0,416
