POA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
POA2899,0,5,3,3,4,4,8,5,0,29,31,40,72,100,117,154,75,23,0,610,0,0,3,4,5,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,0,24,0,0,0,0,9,0,3,0,0,12,9,9,11,19,24,28,14,0,0,109,0,0,0,0,0,0,3,3,0,10,16,3,7,22,23,43,30,7,3,156,27,12,28,23,39,46,17,5,0,187,0,6,4,5,9,4,5,0,0,32,0,0,0,0,3,3,6,0,0,13,0,0,6,4,7,3,0,0,0,18,0,0,0,9,4,4,0,0,0,15,0,0,4,6,6,13,3,3,0,41,3,10,13,13,21,18,10,0,0,79,3,5,9,26,23,36,14,0,0,116,0,11,10,17,15,17,3,0,0,70,0,6,17,13,26,33,20,3,0,108,0,4,0,5,8,10,5,0,0,30
POA6798,0,0,0,0,0,7,0,0,0,14,22,15,62,86,82,59,22,0,0,345,0,0,0,0,0,0,0,0,0,0,3,0,11,18,30,15,9,0,0,93,0,0,0,0,0,4,0,0,0,3,0,0,3,5,0,4,5,0,0,24,3,6,20,7,14,13,3,0,0,66,0,0,4,0,0,0,0,0,0,7,0,0,5,6,10,0,0,0,0,21,5,0,4,6,6,6,9,0,0,31,0,0,10,7,6,7,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,3,0,0,12,4,0,8,14,13,12,5,0,0,59,0,9,44,64,54,34,18,0,0,225,0,0,17,8,17,3,7,0,0,55,0,0,7,6,5,7,0,0,0,25,12,4,5,3,0,3,0,0,0,34
POA6799,0,4,0,0,0,6,0,0,0,8,4,14,23,24,18,22,3,0,0,112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,6,0,0,0,10,0,7,0,0,0,23,0,0,0,0,5,0,0,0,0,5,0,0,5,3,0,0,0,0,0,19,5,0,9,4,3,0,0,0,0,27,0,3,7,3,6,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,5,4,7,4,10,0,0,0,37,0,0,10,5,3,14,0,0,0,29,0,0,0,7,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6
POA9494,7,28,66,61,33,28,7,3,0,228,259,569,1667,903,738,663,133,12,0,4942,10,92,366,70,61,76,18,0,0,700,0,19,102,99,91,58,4,0,0,370,16,53,174,123,89,73,12,0,0,534,0,5,48,19,24,15,3,0,0,113,37,93,336,247,199,137,39,0,0,1077,7,15,60,36,38,29,5,0,0,190,79,138,213,132,97,79,21,7,0,753,171,220,496,140,124,114,24,5,0,1296,9,52,151,119,120,128,30,3,0,610,6,12,41,32,16,11,6,0,0,127,0,12,73,63,37,20,5,0,0,207,0,12,34,24,23,20,14,0,0,122,6,28,193,213,103,95,37,0,0,669,18,42,178,112,86,77,19,0,0,539,31,60,148,138,93,89,14,0,0,583,8,40,140,121,108,92,27,0,0,532,15,103,352,226,225,226,48,0,0,1196,20,35,85,51,28,21,10,0,0,248
POA9797,0,0,0,0,0,0,0,0,0,0,0,8,9,7,5,0,0,0,0,37,3,11,22,26,20,3,0,0,0,84,0,0,12,31,19,15,0,0,0,86,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,5,0,4,16,13,12,0,0,0,0,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,11,0,5,15,24,16,11,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
